# Wordlist

# DATA
ID	DOCULECT	CONCEPT_NAME	CONCEPT	TOKENS	FORM	COGID	ALIGNMENT
660	Ksh	NEGATIVE	NOT	m a	-ma	36	m a
663	Mar	NEGATIVE	NOT	m a	-ma	36	m a
748	Mat	NEGATIVE	NOT	m a	-ama	36	m a
745	Maw	NEGATIVE	NOT	m a	-ma	36	m a
742	Poy	NEGATIVE	NOT	b a	ba	36	b a
659	ProPa	NEGATIVE	NOT	m a	-yama	36	m a
658	ProPaTa	NEGATIVE	NOT	m a	-ma	36	m a
818	ProTa	NEGATIVE	NOT	m a	-ma	36	m a
740	Shan	NEGATIVE	NOT	m a	-ma	36	m a
667	Shar	NEGATIVE	NOT	m a	-ma	36	m a
661	SK	NEGATIVE	NOT	m a	-yama	36	m a
819	Tac	NEGATIVE	NOT	m a	-ma	36	m a
666	Yam	NEGATIVE	NOT	m a	maa	36	m a
746	Yaw	NEGATIVE	NOT	m a	-ma	36	m a
#
290	Ama	Leaf, to fan	None	p ɨ ʔ i	pɨʔi	31	p ɨ ʔ i
480	Cav	Leaf, to fan	None	p e i	pei-	31	p e - i
47	Chak	Leaf, to fan	None	p ɨ ʔ i	pɨʔi	31	p ɨ ʔ i
50	Chan	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
481	Ese	Leaf, to fan	None	p e x i	e-pexi	31	p e x i
291	HanKax	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
45	Kap	Leaf, to fan	None	p ɨ ʔ i	pɨʔi	31	p ɨ ʔ i
288	Kat	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
48	Kax	Leaf, to fan	None	p ɨ ʔ i	pɨʔi	31	p ɨ ʔ i
43	Ksh	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
46	Mar	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
294	Mat	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
295	MatMay	Leaf, to fan	None	p ɨ	pɨ	31	p ɨ - -
292	Maw	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
289	Poy	Leaf, to fan	None	p u i	puy	31	p u - i
42	ProPa	Leaf, to fan	None	p ɨ ʔ i	pɨʔi	31	p ɨ ʔ i
41	ProPaTa	Leaf, to fan	None	p ɨ ʔ i	pɨʔi	31	p ɨ ʔ i
479	ProTa	Leaf, to fan	None	p e i	pei	31	p e - i
287	Shan	Leaf, to fan	None	p ɨ i	pɨj	31	p ɨ - i
51	Shar	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
44	SK	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
482	War	Leaf, to fan	None	p i o	pio-	31	p i - o
49	Yam	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
293	Yaw	Leaf, to fan	None	p ɨ i	pɨi	31	p ɨ - i
321	Ama	Night	None	m ɨ	yamɨː	37	m ɨ - -
513	Ara	Night	None	m e t e	eméte	37	m e t e
511	Cav	Night	None	m e t a	meta	37	m e t a
92	Chan	Night	None	b ɨ	yabɨ	37	b ɨ - -
512	Ese	Night	None	m e k a	meka-waxe	37	m e k a
322	HanKax	Night	None	m ɨ	yamɨ	37	m ɨ - -
88	Kap	Night	None	m ɨ	yamɨ	37	m ɨ - -
319	Kat	Night	None	m ɨ	yamɨ	37	m ɨ - -
90	Kax	Night	None	m ɨ t a	yamɨta	37	m ɨ t a
325	Kor	Night	None	m ɨ t	imɨt	37	m ɨ t -
86	Ksh	Night	None	m ɨ	imɨ	37	m ɨ - -
89	Mar	Night	None	m ɨ	yamɨ	37	m ɨ - -
326	Mat	Night	None	m ɨ d	imɨd	37	m ɨ d -
323	Maw	Night	None	m ɨ	yamɨ	37	m ɨ - -
320	Poy	Night	None	∼.b u	iãvu	37	∼.b u - -
85	ProPa	Night	None	m ɨ t a	yamɨtV	37	m ɨ t a
84	ProPaTa	Night	None	m ɨ t a	mɨta	37	m ɨ t a
507	ProTa	Night	None	m e t a	meta	37	m e t a
509	ReyMar	Night	None	m ai t a	maita	37	m ai t a
510	Sap	Night	None	m ae t a	maetahe	37	m ae t a
318	Shan	Night	None	m ɨ	yamɨ	37	m ɨ - -
93	Shar	Night	None	m ɨ	yamɨ	37	m ɨ - -
87	SK	Night	None	m ɨ	yamɨ	37	m ɨ - -
508	Tac	Night	None	m ue t a	mueta	37	m ue t a
91	Yam	Night	None	m ɨ a	yamɨa	37	m ɨ - a
324	Yaw	Night	None	m ɨ	iamɨ	37	m ɨ - -
364	Ama	Moon, Sun	None	b a r i	bari	40	b a r i
534	Aro	Moon, Sun	None	b a d i	badi	40	b a d i
535	Cav	Moon, Sun	None	b a d i	badi	40	b a d i
148	Chak	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
537	Cham	Moon, Sun	None	m a i	mái	40	m a - i
150	Chan	Moon, Sun	None	ɸ a ɾ i	ɸaɾi	40	ɸ a ɾ i
536	Ese	Moon, Sun	None	b a ʔ i	baʔi	40	b a ʔ i
365	HanKax	Moon, Sun	None	b a d i	badi	40	b a d i
146	Kap	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
362	Kat	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
149	Kax	Moon, Sun	None	β a tʃ i	βatʃi	40	β a tʃ i
368	Kor	Moon, Sun	None	β a ɬ i	βaɬi	40	β a ɬ i
144	Ksh	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
147	Mar	Moon, Sun	None	β a ɾ i	vaɾi	40	β a ɾ i
369	Mat	Moon, Sun	None	b a d i	badi	40	b a d i
370	MatMay	Moon, Sun	None	b a d i	badiad	40	b a d i
366	Maw	Moon, Sun	None	ɸ a ɾ i	ɸaɾi	40	ɸ a ɾ i
363	Poy	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
143	ProPa	Moon, Sun	None	β a r i	βari	40	β a r i
142	ProPaTa	Moon, Sun	None	b a d i	badi	40	b a d i
530	ProTa	Moon, Sun	None	b a d i	badi	40	b a d i
532	ReyMar	Moon, Sun	None	m.b a n.dz i	mbandzi	40	m.b a n.dz i
533	Sap	Moon, Sun	None	b a r i	bari	40	b a r i
361	Shan	Moon, Sun	None	f a ɾ i	faɾi	40	f a ɾ i
151	Shar	Moon, Sun	None	ɸ a r i	ɸari	40	ɸ a r i
145	SK	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
531	Tac	Moon, Sun	None	b a d i	badi	40	b a d i
367	Yaw	Moon, Sun	None	β a ɾ i	βaɾi	40	β a ɾ i
577	Cav	Lip,edge	None	kʷ e	kwesa	32	kʷ e
221	Chak	Lip,edge	None	k ɨ	kɨβitʃi	32	k ɨ
578	Ese	Lip,edge	None	kʷ e	e-kwe-ša	32	kʷ e
424	HanKax	Lip,edge	None	k ɨ	kɨbitʃi	32	k ɨ
219	Ksh	Lip,edge	None	kʷ ɨ	kʷɨβi-	32	kʷ ɨ
425	MatMay	Lip,edge	None	kʷ i	kwibi	32	kʷ i
218	ProPa	Lip,edge	None	kʷ ɨ	kʷɨ-	32	kʷ ɨ
217	ProPaTa	Lip,edge	None	kʷ ɨ	kʷɨ	32	kʷ ɨ
574	ProTa	Lip,edge	None	kʷ e	kʷe-	32	kʷ e
576	ReyMar	Lip,edge	None	kʷ e	kwesa	32	kʷ e
222	Shar	Lip,edge	None	k u	kuɸirisika	32	k u
220	SK	Lip,edge	None	k ɨ	kɨβi-	32	k ɨ
575	Tac	Lip,edge	None	k e	e-ke-ke	32	k e
719	Ama	1st SG 'I'	None	ɨ	ɨ	1	- ɨ
777	Aro	1st SG 'I'	None	e	ema	1	- e
778	Cav	1st SG 'I'	None	e	e-ra	1	- e
603	Chak	1st SG 'I'	None	ɨ	ɨ	1	- ɨ
779	Ese	1st SG 'I'	None	e	ea	1	- e
720	HanKax	1st SG 'I'	None	ɨ	ɨ	1	- ɨ
602	Kap	1st SG 'I'	None	ʔ ɨ	ʔɨ	1	ʔ ɨ
600	Ksh	1st SG 'I'	None	ʔ ɨ	ʔɨ	1	ʔ ɨ
721	Maw	1st SG 'I'	None	ɨ	ɨ	1	- ɨ
599	ProPa	1st SG 'I'	None	ʔ ɨ	ʔɨ	1	ʔ ɨ
598	ProPaTa	1st SG 'I'	None	ʔ ɨ	ʔɨ	1	ʔ ɨ
774	ProTa	1st SG 'I'	None	e	e	1	- e
776	ReyMar	1st SG 'I'	None	e	e-me	1	- e
601	SK	1st SG 'I'	None	ʔ ɨ	ʔɨ	1	ʔ ɨ
775	Tac	1st SG 'I'	None	e	e-ma	1	- e
604	Yam	1st SG 'I'	None	ɨ	ɨ̃	1	- ɨ
722	Ama	2nd SG 'you'	None	m i	miya	2	m i
783	Aro	2nd SG 'you'	None	m i	mitya	2	m i
784	Cav	2nd SG 'you'	None	m i	mi-kwana	2	m i
610	Chak	2nd SG 'you'	None	m i	mia	2	m i
785	Ese	2nd SG 'you'	None	m i	mi-a	2	m i
723	HanKax	2nd SG 'you'	None	m i	mia	2	m i
609	Kap	2nd SG 'you'	None	m i	mia	2	m i
725	Kor	2nd SG 'you'	None	m i	mi	2	m i
607	Ksh	2nd SG 'you'	None	m i	mii	2	m i
726	Mat	2nd SG 'you'	None	m i	mi_	2	m i
727	MatMay	2nd SG 'you'	None	m i	mi_	2	m i
724	Maw	2nd SG 'you'	None	m i	mia	2	m i
606	ProPa	2nd SG 'you'	None	m i	mi	2	m i
605	ProPaTa	2nd SG 'you'	None	m i	mi	2	m i
780	ProTa	2nd SG 'you'	None	m i	mi	2	m i
782	ReyMar	2nd SG 'you'	None	m i	mibe	2	m i
608	SK	2nd SG 'you'	None	m i	mia	2	m i
781	Tac	2nd SG 'you'	None	m i	mi-ke	2	m i
611	Yam	2nd SG 'you'	None	m i	mĩ	2	m i
788	Cav	DEMONSTRATIVE	None	o	o-ho	11	- o
616	Chak	DEMONSTRATIVE	None	o	oa	11	- o
789	Ese	DEMONSTRATIVE	None	o	o-haya	11	- o
614	Ksh	DEMONSTRATIVE	None	u	un_	11	- u
728	MatMay	DEMONSTRATIVE	None	u	uid	11	- u
613	ProPa	DEMONSTRATIVE	None	ʔ o	ʔo-	11	ʔ o
612	ProPaTa	DEMONSTRATIVE	None	ʔ u	ʔu-	11	ʔ u
786	ProTa	DEMONSTRATIVE	None	u	u-	11	- u
615	SK	DEMONSTRATIVE	None	o	oa	11	- o
787	Tac	DEMONSTRATIVE	None	u	u-ha	11	- u
617	Yam	DEMONSTRATIVE	None	o	oa	11	- o
792	Cav	DEMONSTRATIVE proximate	None	r e	reeke	13	r e
622	Chak	DEMONSTRATIVE proximate	None	n o	noa	13	n o
793	Ese	DEMONSTRATIVE proximate	None	h i	hikio	13	h i
620	Ksh	DEMONSTRATIVE proximate	None	n ɨ	ɨnɨn_	13	n ɨ
729	MatMay	DEMONSTRATIVE proximate	None	n ɨ	nɨid	13	n ɨ
619	ProPa	DEMONSTRATIVE proximate	None	n ɨ	nɨ-	13	n ɨ - - - - - - - - -
618	ProPaTa	DEMONSTRATIVE proximate	None	r ɨ	Nɨ-	13	r ɨ - - - - - - - - -
790	ProTa	DEMONSTRATIVE proximate	None	r e	ree-	13	r e
621	SK	DEMONSTRATIVE proximate	None	n ɨ	nɨ-	13	n ɨ
791	Tac	DEMONSTRATIVE proximate	None	j e	ye	13	j e
623	Yam	DEMONSTRATIVE proximate	None	n a	na	13	n a
797	Cav	GENITIVE	None	kʷ e	-kwe	25	kʷ e -
798	Ese	GENITIVE	None	kʷ e	-kwe	25	kʷ e -
626	Ksh	GENITIVE	None	n	=n	25	- - n
625	ProPa	GENITIVE	None	w ɨ n	-wɨ̃	25	w ɨ n
624	ProPaTa	GENITIVE	None	gʷ ɨ n	-gʷɨ-n	25	gʷ ɨ n
794	ProTa	GENITIVE	None	kʷ e	-kʷe	25	kʷ e -
796	ReyMar	GENITIVE	None	k i	ki-	25	k i -
627	SK	GENITIVE	None	n	-n	25	- - n
795	Tac	GENITIVE	None	k e	-ke	25	k e -
628	Yam	GENITIVE	None	n	-na	25	- - n
801	Cav	IMPERATIVE	None	kʷ e	-kwe	29	kʷ e
635	Chak	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
732	HanKax	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
633	Kap	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
731	Kat	IMPERATIVE	None	w ɨ	wɨ	29	w ɨ
636	Kax	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
631	Ksh	IMPERATIVE	None	ɨ	-ɨ	29	- ɨ
634	Mar	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
733	Maw	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
630	ProPa	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
629	ProPaTa	IMPERATIVE	None	gʷ ɨ	-gʷɨ	29	gʷ ɨ
799	ProTa	IMPERATIVE	None	kʷ e	-kʷe	29	kʷ e
730	Shan	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
638	Shar	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
632	SK	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
800	Tac	IMPERATIVE	None	k e	-ke	29	k e
637	Yam	IMPERATIVE	None	ɸ ɨ	-ɸɨ	29	ɸ ɨ
734	Yaw	IMPERATIVE	None	w ɨ	-wɨ	29	w ɨ
805	Aro	GOING DOWN,DOWNWARD	None	b o t e	-bote	26	b o t e
806	Cav	GOING DOWN,DOWNWARD	None	b o t e	e-bote	26	b o t e
807	Ese	GOING DOWN,DOWNWARD	None	ʔ o k e	'oke	26	ʔ o k e
641	Ksh	GOING DOWN,DOWNWARD	None	b u t	-but	26	b u t -
735	MatMay	GOING DOWN,DOWNWARD	None	b u d	-bud	26	b u d -
640	ProPa	GOING DOWN,DOWNWARD	None	β u t	-βut	26	β u t -
639	ProPaTa	GOING DOWN,DOWNWARD	None	b u t ɨ	-but[ɨ]	26	b u t ɨ
802	ProTa	GOING DOWN,DOWNWARD	None	b u t e	-bu[te]	26	b u t e
804	ReyMar	GOING DOWN,DOWNWARD	None	b u t e	bute	26	b u t e
803	Tac	GOING DOWN,DOWNWARD	None	b u t e	e-bute-hi	26	b u t e
736	Ama	DO COMING	None	b ɨ	-vɨran	17	b ɨ
811	Cav	DO COMING	None	b e	-be	17	b e
646	Chak	DO COMING	None	b ɨ	-bɨna	17	b ɨ
812	Ese	DO COMING	None	b e	-jebe	17	b e
644	Ksh	DO COMING	None	b ɨ	-bɨtsin	17	b ɨ
737	MatMay	DO COMING	None	b ɨ	-bɨtsen	17	b ɨ
643	ProPa	DO COMING	None	β ɨ	-βɨ	17	β ɨ
642	ProPaTa	DO COMING	None	b ɨ	-bɨ	17	b ɨ
808	ProTa	DO COMING	None	b e	-be	17	b e
810	ReyMar	DO COMING	None	b e	-bebe	17	b e
645	SK	DO COMING	None	b ɨ	-bɨiran	17	b ɨ
809	Tac	DO COMING	None	b e	-be	17	b e
647	Yam	DO COMING	None	ɸ ɨ	-ɸɨran	17	ɸ ɨ
738	Ama	DESIDERATIVE	None	k a ts i	-katsi	14	k a ts i
815	Aro	DESIDERATIVE	None	h a e	-hae	14	h a - e
816	Cav	DESIDERATIVE	None	k a r a	-kara	14	k a r a
654	Chak	DESIDERATIVE	None	k a s	-kas-	14	k a s -
817	Ese	DESIDERATIVE	None	s a	-sa	14	- - s a
652	Kap	DESIDERATIVE	None	k a ts i	-katsiʔ-	14	k a ts i
655	Kax	DESIDERATIVE	None	k a ts a	-katsa	14	k a ts a
650	Ksh	DESIDERATIVE	None	k a s	-kas	14	k a s -
653	Mar	DESIDERATIVE	None	k a ts i	-katsi	14	k a ts i
739	MatMay	DESIDERATIVE	None	k a s	-kas-	14	k a s -
649	ProPa	DESIDERATIVE	None	k a ts a	-katsa	14	k a ts a
648	ProPaTa	DESIDERATIVE	None	k a ts a	-katsa	14	k a ts a
813	ProTa	DESIDERATIVE	None	k a ts a	-katsa	14	k a ts a
657	Shar	DESIDERATIVE	None	k a s	-kas-mai	14	k a s -
651	SK	DESIDERATIVE	None	k a s	-kas	14	k a s -
814	Tac	DESIDERATIVE	None	ts a	-tsa	14	- - ts a
656	Yam	DESIDERATIVE	None	k a s	kasma	14	k a s -
750	Ama	CAUSATIVE	None	m a	-ma-	7	m a
824	Aro	CAUSATIVE	None	m e	-me	7	m e
825	Cav	CAUSATIVE	None	m e	-mere	7	m e
674	Chak	CAUSATIVE	None	m a	-ma	7	m a
826	Ese	CAUSATIVE	None	m e	-mee	7	m e
751	HanKax	CAUSATIVE	None	m a	-ma-	7	m a
672	Kap	CAUSATIVE	None	m a	-ma-	7	m a
754	Kor	CAUSATIVE	None	m e	-me	7	m e
670	Ksh	CAUSATIVE	None	m i	-mi-	7	m i
673	Mar	CAUSATIVE	None	m a	-ma	7	m a
755	Mat	CAUSATIVE	None	m e	-me	7	m e
756	MatMay	CAUSATIVE	None	m e	-me	7	m e
752	Maw	CAUSATIVE	None	m a	-ma	7	m a
669	ProPa	CAUSATIVE	None	m a	-m[a]	7	m a
668	ProPaTa	CAUSATIVE	None	m a	-m[a/e]	7	m a
822	ProTa	CAUSATIVE	None	m e	-me[re]	7	m e
749	Shan	CAUSATIVE	None	m a	-ma	7	m a
676	Shar	CAUSATIVE	None	m a	-ma-	7	m a
671	SK	CAUSATIVE	None	m a	-ma-	7	m a
823	Tac	CAUSATIVE	None	m e	-me	7	m e
675	Yam	CAUSATIVE	None	m a	-ma	7	m a
753	Yaw	CAUSATIVE	None	m a	-ma-	7	m a
829	Cav	AUGMENTATIVE	None	p a	-pa	3	p a
681	Chak	AUGMENTATIVE	None	w a	-wa	3	w a
680	Kap	AUGMENTATIVE	None	w a	-ahhuan	3	w a
757	MatMay	AUGMENTATIVE	None	p a	-pa	3	p a
678	ProPa	AUGMENTATIVE	None	p a	pa	3	p a
677	ProPaTa	AUGMENTATIVE	None	p a	-pa	3	p a
827	ProTa	AUGMENTATIVE	None	p a	-pa	3	p a
679	SK	AUGMENTATIVE	None	w a	-n_ewá	3	w a
828	Tac	AUGMENTATIVE	None	p a	-pa	3	p a
682	Yam	AUGMENTATIVE	None	f a	-nfã	3	f a
758	Ama	DO (TR.),AUXILIARY (TR.)	None	ʔ a	ʔa-	16	ʔ a -
832	Cav	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
689	Chak	DO (TR.),AUXILIARY (TR.)	None	ʔ a	ʔa-	16	ʔ a -
692	Chan	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
833	Ese	DO (TR.),AUXILIARY (TR.)	None	a k	a-ka-	16	- a k
759	HanKax	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
687	Kap	DO (TR.),AUXILIARY (TR.)	None	ʔ a	ʔa-	16	ʔ a -
690	Kax	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
761	Kor	DO (TR.),AUXILIARY (TR.)	None	a k	ak-	16	- a k
685	Ksh	DO (TR.),AUXILIARY (TR.)	None	ʔ a	ʔa-	16	ʔ a -
688	Mar	DO (TR.),AUXILIARY (TR.)	None	a	a	16	- a -
762	Mat	DO (TR.),AUXILIARY (TR.)	None	a k	ak-	16	- a k
763	MatMay	DO (TR.),AUXILIARY (TR.)	None	a k	ak-	16	- a k
760	Maw	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
684	ProPa	DO (TR.),AUXILIARY (TR.)	None	ʔ a k	ʔak-	16	ʔ a k
683	ProPaTa	DO (TR.),AUXILIARY (TR.)	None	ʔ a k	ʔak-	16	ʔ a k
830	ProTa	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
693	Shar	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
686	SK	DO (TR.),AUXILIARY (TR.)	None	ʔ a	ʔa-	16	ʔ a -
831	Tac	DO (TR.),AUXILIARY (TR.)	None	a	a-	16	- a -
691	Yam	DO (TR.),AUXILIARY (TR.)	None	a k	ak-	16	- a k
837	Cav	TRANSITIVIZER	None	a	-a	41	- a
697	Chak	TRANSITIVIZER	None	w a	-wa	41	w a
838	Ese	TRANSITIVIZER	None	a	-a	41	- a
764	HanKax	TRANSITIVIZER	None	w a	wa-	41	w a
696	Ksh	TRANSITIVIZER	None	ɔ	-ɔ	41	- ɔ
695	ProPa	TRANSITIVIZER	None	w a	-wa	41	w a
694	ProPaTa	TRANSITIVIZER	None	w a	-wa	41	w a
834	ProTa	TRANSITIVIZER	None	a	-a	41	- a
836	ReyMar	TRANSITIVIZER	None	a	-a	41	- a
835	Tac	TRANSITIVIZER	None	a	-a	41	- a
841	Cav	DETRANSITIVIZER,REFLEXIVE	None	t i	-ti	15	t i
842	Ese	DETRANSITIVIZER,REFLEXIVE	None	k i	-ki	15	k i
700	Ksh	DETRANSITIVIZER,REFLEXIVE	None	t	-t	15	t -
699	ProPa	DETRANSITIVIZER,REFLEXIVE	None	t	-t	15	t -
698	ProPaTa	DETRANSITIVIZER,REFLEXIVE	None	t i	-ti	15	t i
839	ProTa	DETRANSITIVIZER,REFLEXIVE	None	t i	-ti	15	t i
701	SK	DETRANSITIVIZER,REFLEXIVE	None	t	-t	15	t -
840	Tac	DETRANSITIVIZER,REFLEXIVE	None	t i	-ti	15	t i
845	Cav	ERGATIVE	None	r a	-ra	18	r a
846	Ese	ERGATIVE	None	a	-a	18	- a
706	Kap	ERGATIVE	None	n	-n	18	n -
704	Ksh	ERGATIVE	None	n	=n	18	n -
765	MatMay	ERGATIVE	None	n	-n	18	n -
703	ProPa	ERGATIVE	None	n	-n	18	n -
702	ProPaTa	ERGATIVE	None	r a	-N[a]	18	r a
843	ProTa	ERGATIVE	None	r a	-ra	18	r a
705	SK	ERGATIVE	None	n	=n	18	n -
844	Tac	ERGATIVE	None	a	-a	18	- a
766	Ama	PREVIOUS EVENT, SAME-SUBJECT	None	ts o	=çon	38	ts o
849	Aro	PREVIOUS EVENT, SAME-SUBJECT	None	ts o	-tso	38	ts o
850	Cav	PREVIOUS EVENT, SAME-SUBJECT	None	ts u	-atsu	38	ts u
711	Chak	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ o	-ʂo	38	ʂ o
767	HanKax	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ u	=ʂun	38	ʂ u
712	Kax	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ u	-ʂu	38	ʂ u
709	Ksh	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ u	-ʂun	38	ʂ u
768	Mat	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ u	=ʂun	38	ʂ u
769	MatMay	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ u	=ʂun	38	ʂ u
708	ProPa	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ o	-ʂo-n	38	ʂ o
707	ProPaTa	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ u	-ṣu	38	ʂ u
847	ProTa	PREVIOUS EVENT, SAME-SUBJECT	None	tʂ u	-ṭṣu	38	tʂ u
710	SK	PREVIOUS EVENT, SAME-SUBJECT	None	ʂ o	-ʂon	38	ʂ o
848	Tac	PREVIOUS EVENT, SAME-SUBJECT	None	s u	-su	38	s u
770	Ama	COMITATIVE,ALONG WITH	None	w ɨ	-wɨ	8	w ɨ - -
854	Aro	COMITATIVE,ALONG WITH	None	b e t a	beta	8	b e t a
855	Cav	COMITATIVE,ALONG WITH	None	b e t a	beta	8	b e t a
717	Chak	COMITATIVE,ALONG WITH	None	b ɨ t a	-bɨta	8	b ɨ t a
856	Ese	COMITATIVE,ALONG WITH	None	b e k a	beka	8	b e k a
771	HanKax	COMITATIVE,ALONG WITH	None	b ɨ	-bɨ	8	b ɨ - -
715	Ksh	COMITATIVE,ALONG WITH	None	b ɨ	-bɨ	8	b ɨ - -
773	MatMay	COMITATIVE,ALONG WITH	None	b i d	-bid_	8	b i d -
772	Maw	COMITATIVE,ALONG WITH	None	f ɨ t a	-fɨta	8	f ɨ t a
714	ProPa	COMITATIVE,ALONG WITH	None	β ɨ t a	βɨta	8	β ɨ t a
713	ProPaTa	COMITATIVE,ALONG WITH	None	b ɨ t a	bɨta	8	b ɨ t a
851	ProTa	COMITATIVE,ALONG WITH	None	b e t a	beta	8	b e t a
853	ReyMar	COMITATIVE,ALONG WITH	None	m.b e t a	mbeta	8	m.b e t a
716	SK	COMITATIVE,ALONG WITH	None	b ɨ	-bɨ	8	b ɨ - -
852	Tac	COMITATIVE,ALONG WITH	None	b e t a	beta	8	b e t a
718	Yam	COMITATIVE,ALONG WITH	None	f ɨ t a	-fɨtã	8	f ɨ t a
#
517	Cav	Skin	SKIN	b i t i	e-biti	39	b i t i
100	Chak	Skin	SKIN	β i tʃ i	βitʃi	39	β i tʃ i
102	Chan	Skin	SKIN	ɸ i tʃ i	ɸitʃi	39	ɸ i tʃ i
328	HanKax	Skin	SKIN	b i tʃ i	bitʃi	39	b i tʃ i
98	Kap	Skin	SKIN	β i tʃ i	βitʃi	39	β i tʃ i
101	Kax	Skin	SKIN	b i tʃ i	bitʃi	39	b i tʃ i
96	Ksh	Skin	SKIN	β i tʃ i	βitʃi	39	β i tʃ i
99	Mar	Skin	SKIN	β i tʃ i	vitʃi	39	β i tʃ i
331	Mat	Skin	SKIN	b i ts i	bitsi	39	b i ts i
332	MatMay	Skin	SKIN	b i ts i	bitsi	39	b i ts i
329	Maw	Skin	SKIN	ɸ i tʃ i	ɸitʃi	39	ɸ i tʃ i
95	ProPa	Skin	SKIN	β i ts i	βitsi	39	β i ts i
94	ProPaTa	Skin	SKIN	b i ts i	bitsi	39	b i ts i
514	ProTa	Skin	SKIN	b i t i	biti	39	b i t i
516	ReyMar	Skin	SKIN	m.b i t i	e-mbiti	39	m.b i t i
327	Shan	Skin	SKIN	f i tʃ i	fitʃi	39	f i tʃ i
103	Shar	Skin	SKIN	ɸ i tʃ i	ɸitʃi	39	ɸ i tʃ i
97	SK	Skin	SKIN	β i tʃ i	βitʃi	39	β i tʃ i
515	Tac	Skin	SKIN	b i t i	e-biti	39	b i t i
330	Yaw	Skin	SKIN	β ɨ tʃ i	βɨtʃi	39	β ɨ tʃ i
#
371	Ama	You	THOU	m i	miya	47	m i
544	Ara	You	THOU	m i	mikia	47	m i
541	Aro	You	THOU	m i	mitya	47	m i
542	Cav	You	THOU	m i	mi-kwana	47	m i
157	Chak	You	THOU	m i	mia	47	m i
543	Ese	You	THOU	m i	mi-a	47	m i
372	HanKax	You	THOU	m i	mia	47	m i
156	Kap	You	THOU	m i	mia	47	m i
374	Kor	You	THOU	m i	mi	47	m i
154	Ksh	You	THOU	m i	miː	47	m i
375	Mat	You	THOU	m i	mi_	47	m i
376	MatMay	You	THOU	m i	mi_	47	m i
373	Maw	You	THOU	m i	mia	47	m i
153	ProPa	You	THOU	m i	mi	47	m i
152	ProPaTa	You	THOU	m i	mi	47	m i
538	ProTa	You	THOU	m i	mi	47	m i
540	ReyMar	You	THOU	m i	mibe	47	m i
155	SK	You	THOU	m i	mia	47	m i
539	Tac	You	THOU	m i	mi-ke	47	m i
#
307	Ama	Tongue	TONGUE	h a n a	hana	43	h a n a
497	Ara	Tongue	TONGUE	a n a	eána	43	- a n a
493	Cav	Tongue	TONGUE	a n a	y-ana	43	- a n a
69	Chak	Tongue	TONGUE	h a n a	hana	43	h a n a
72	Chan	Tongue	TONGUE	a d a	ada	43	- a d a
494	Ese	Tongue	TONGUE	a n a	eyana	43	- a n a
308	HanKax	Tongue	TONGUE	h a n a	hana	43	h a n a
67	Kap	Tongue	TONGUE	h a n a	hana	43	h a n a
305	Kat	Tongue	TONGUE	a n a	ana	43	- a n a
